['4e4f90fcfb', 'context', '�\xadлектроника']
['b785329266', 'other', 'Досуг']
['9824a1f51c', 'context', 'Бытовая техника']
['d428fd7301', 'other', 'Досуг']
['c794b64f25', 'other', '�\xadлектроника']
['7dd6d96980', 'other', 'Бытовая техника']
['c5c6f2c5c2', 'other', 'Продукты']
['efd3fa4dac', 'other', 'Досуг']
['dcee843ec0', 'None', 'Продукты']
['0bf858bc38', 'other', 'Бытовая техника']
['59e02e255a', 'other', '�\xadлектроника']
['28ac1578b5', 'other', 'Продукты']
['c226a75d73', 'other', 'Бытовая техника']
['a6e693a005', 'email', '�\xadлектроника']
['aa7a465ec4', 'other', 'Досуг']
['974cf3fb76', 'other', 'Товары для животных']
['1122233dae', 'other', '�\xadлектроника']
['2ae9ead026', 'other', 'Продукты']
['de67f0b894', 'context', '�\xadлектроника']
['462a609296', 'other', 'Продукты']
['44a9fc7952', 'context', 'Досуг']
['9aa355d864', 'email', '�\xadлектроника']
['abe87b63fa', 'context', 'Строительство и ремонт']
['619691bdfd', 'context', '�\xadлектроника']
['93832effa1', 'other', '�\xadлектроника']
['d856dcc1d4', 'other', '�\xadлектроника']
['f07249c129', 'other', '�\xadлектроника']
['3525e478c0', 'other', '�\xadлектроника']
['9e292f1023', 'other', 'Продукты']
['b9fcf65f5d', 'other', 'Продукты']
['13438bc389', 'other', '�\xadлектроника']
['224a4b2bf2', 'other', '�\xadлектроника']
['1390b72d16', 'email', '�\xadлектроника']
['9b888bb5dd', 'other', '�\xadлектроника']
['119b44dd72', 'other', 'Досуг']
['e432219767', 'other', '�\xadлектроника']
['94bbcceb8f', 'other', 'Товары для животных']
['5d68ec6e13', 'other', '�\xadлектроника']
['da02b99a2a', 'other', 'Бытовая техника']
['6f24969f4e', 'other', 'Строительство и ремонт']
['3baedf754a', 'email', 'Досуг']
['c3bb70d790', 'context', 'Бытовая техника']
['cdb6be3ae0', 'context', 'Бытовая техника']
['493ac6766e', 'context', '�\xadлектроника']
['091ed65ecb', 'None', 'Бытовая техника']
['b9717c7080', 'other', 'Строительство и ремонт']
['9405d5ca2d', 'other', 'Бытовая техника']
['0b34931b61', 'context', '�\xadлектроника']
['4ebc116342', 'context', 'Строительство и ремонт']
['54efb75c69', 'email', 'Бытовая техника']
['7833b52f43', 'other', '�\xadлектроника']
['00a6ea1d13', 'context', '�\xadлектроника']
['b076fad48b', 'other', 'Строительство и ремонт']
['aa641d43ad', 'other', '�\xadлектроника']
['4edc3d16d2', 'other', '�\xadлектроника']
['b3e1d9e3e0', 'context', 'Досуг']
['a3174199ec', 'other', '�\xadлектроника']
['00bccc06d3', 'other', 'Строительство и ремонт']
['715dd13733', 'other', 'Продукты']
['ade8fbcb1b', 'context', 'Бытовая техника']
['b1c58cb82d', 'other', 'Бытовая техника']
['9968f65d5a', 'other', 'Бытовая техника']
['2edaa6d2ab', 'other', 'Продукты']
['09f03a069c', 'other', '�\xadлектроника']
['2e3bec69b6', 'other', 'Бытовая техника']
['dbdc686c08', 'other', 'Строительство и ремонт']
['205ddff441', 'other', 'Бытовая техника']
['d8dddc51ea', 'other', '�\xadлектроника']
['710b0ff046', 'context', '�\xadлектроника']
['c8e3f0ec0a', 'context', '�\xadлектроника']
['4dbf8baba4', 'other', 'Строительство и ремонт']
['761f0c9dce', 'other', 'Досуг']
['947509b956', 'other', 'Досуг']
['d1a9374505', 'None', 'Бытовая техника']
['890aa310f3', 'context', '�\xadлектроника']
['ec3f38b6a2', 'other', 'Бытовая техника']
['fb08911f55', 'other', 'Продукты']
['62c0c1c32b', 'other', 'Продукты']
['ef9de05026', 'context', 'Бытовая техника']
['6da1493b33', 'context', 'Бытовая техника']
['de6a09ff27', 'context', 'Досуг']
['b1d2fcd799', 'other', 'Строительство и ремонт']
['a7fc6bfaa0', 'other', 'Бытовая техника']
['c316b179e3', 'other', 'Досуг']
['36ea86b66a', 'other', '�\xadлектроника']
['6df41581ef', 'other', '�\xadлектроника']
['ce73a079be', 'other', '�\xadлектроника']
['fc3b23aa65', 'context', 'Бытовая техника']
['03c2f45791', 'context', 'Бытовая техника']
['226399ade7', 'other', '�\xadлектроника']
['2d653e48fa', 'other', 'Бытовая техника']
['3263d351a1', 'context', '�\xadлектроника']
['8d85ce1e9b', 'context', '�\xadлектроника']
['2cd28ce2d7', 'other', 'Бытовая техника']
['9cea6b09f6', 'email', '�\xadлектроника']
['ff6cfe6c2b', 'context', 'Бытовая техника']
['e508015677', 'other', '�\xadлектроника']
['f4efff697a', 'context', 'Бытовая техника']
['90055ea459', 'other', 'Бытовая техника']
['fde3172cf7', 'context', '�\xadлектроника']
['63b79efb38', 'other', '�\xadлектроника']
['c1f4fdaf55', 'context', 'Досуг']
['35e0c189f2', 'other', 'Продукты']
['417faa01e5', 'other', 'Бытовая техника']
['29694aeff2', 'other', 'Досуг']
['165c6716c8', 'context', 'Досуг']
['03da2e9e22', 'context', '�\xadлектроника']
['71bdb1b8eb', 'context', 'Строительство и ремонт']
['bb0fbd2b17', 'other', '�\xadлектроника']
['b29b5c7313', 'other', 'Досуг']
['150632e230', 'other', 'Бытовая техника']
['750989591c', 'other', '�\xadлектроника']
['998068113e', 'context', 'Бытовая техника']
['d65539d476', 'email', 'Продукты']
['9466a53d33', 'email', '�\xadлектроника']
['0501fd1959', 'other', 'Бытовая техника']
['f2cf046b42', 'other', 'Бытовая техника']
['769cbc4cac', 'email', 'Строительство и ремонт']
['06f5f03f5a', 'other', 'Продукты']
['c0fe4d1156', 'context', 'Товары для животных']
['a128cbd42d', 'other', '�\xadлектроника']
['f004d04f44', 'other', '�\xadлектроника']
['7b9ca769d2', 'context', 'Досуг']
['8e79f16a66', 'other', '�\xadлектроника']
['fd932a342b', 'other', '�\xadлектроника']
['bd2c814b47', 'other', 'Бытовая техника']
['7b5f37050c', 'other', 'Досуг']
['c4e9b34806', 'context', 'Бытовая техника']
['1289a0764c', 'email', '�\xadлектроника']
['c0f61260d3', 'email', '�\xadлектроника']
['22511730f9', 'email', '�\xadлектроника']
['ac618a09e9', 'context', 'Продукты']
['5516b4a88c', 'other', '�\xadлектроника']
['f3b863ec0e', 'other', 'Бытовая техника']
['9cb1f56e22', 'other', '�\xadлектроника']
['23635d0c2e', 'context', '�\xadлектроника']
['f0d1948148', 'other', 'Бытовая техника']
['e5f59302ab', 'context', '�\xadлектроника']
['7b7c8b6eb0', 'other', '�\xadлектроника']
['2a655f59c2', 'other', 'Товары для животных']
['d7e04cbee4', 'context', '�\xadлектроника']
['c80854a0e9', 'other', 'Строительство и ремонт']
['e3805a36f9', 'other', 'Товары для животных']
['611e5f7238', 'context', 'Товары для животных']
['9e0c130e53', 'other', '�\xadлектроника']
['d5a3201bd4', 'email', 'Досуг']
['d2a074e56c', 'other', 'Досуг']
['d2fc7c539e', 'other', 'Товары для животных']
['8fb83895d2', 'other', '�\xadлектроника']
['df1a11c0de', 'other', 'Строительство и ремонт']
['e8952fe9b5', 'other', 'Бытовая техника']
['4e023b6fcd', 'other', 'Досуг']
['c8af9290c5', 'context', '�\xadлектроника']
['ea84a9ff13', 'context', 'Досуг']
['ba3657aaa1', 'other', '�\xadлектроника']
['50970edf69', 'other', 'Бытовая техника']
['a119b31124', 'other', '�\xadлектроника']
['46c633aace', 'context', '�\xadлектроника']
['07d26fb4bf', 'other', 'Бытовая техника']
['0e14349183', 'context', 'Бытовая техника']
['0ee29b0a9d', 'context', '�\xadлектроника']
['a4595ddf43', 'other', 'Строительство и ремонт']
['5e37bc4368', 'other', '�\xadлектроника']
['8c874cbe90', 'other', '�\xadлектроника']
['4efadcfed6', 'other', 'Продукты']
['31997e97fc', 'context', '�\xadлектроника']
['8fa22fd755', 'other', 'Досуг']
['81683d2e2e', 'other', 'Досуг']
['32f958f554', 'context', 'Товары для животных']
['30b03b3487', 'other', 'Строительство и ремонт']
['88b13515a3', 'other', '�\xadлектроника']
['f0f4290ae1', 'other', 'Товары для животных']
['2907070c62', 'other', 'Досуг']
['7dad98e110', 'other', 'Досуг']
['e1dae13bea', 'other', 'Бытовая техника']
['a538690e4a', 'other', 'не определена']
['3ce2d9396d', 'other', 'Досуг']
['7220c8eb4e', 'other', '�\xadлектроника']
['30160e820a', 'context', '�\xadлектроника']
['38963ab171', 'other', 'Бытовая техника']
['fe4fb74a4b', 'other', 'Бытовая техника']
['80324a1636', 'context', 'Продукты']
['67c6efe5f9', 'other', 'Продукты']
['f5f9e59682', 'other', 'Досуг']
['f2104ae59a', 'context', '�\xadлектроника']
['cf50b81c06', 'other', '�\xadлектроника']
['c07c60e4fd', 'context', '�\xadлектроника']
['453a65ac83', 'other', '�\xadлектроника']
['bba4da47ff', 'other', '�\xadлектроника']
['d58d4fe4bd', 'email', '�\xadлектроника']
['ef91cbb7d3', 'other', 'Продукты']
['f50ebc3aa6', 'other', 'Продукты']
['0d778cd5df', 'other', 'Досуг']
['993eeba18c', 'other', 'Бытовая техника']
['04693ee0f6', 'other', '�\xadлектроника']
['a3a9a4e905', 'other', 'не определена']
['d4acfe9633', 'other', 'Строительство и ремонт']
['f5de5d4bf3', 'context', 'Продукты']
['186ed94cc0', 'email', 'Продукты']
['95579cf940', 'other', 'Досуг']
['9afc0be027', 'other', '�\xadлектроника']
['65439c6847', 'other', '�\xadлектроника']
['627f519647', 'context', '�\xadлектроника']
['10485667d5', 'other', 'Продукты']
['b536d4da2a', 'context', '�\xadлектроника']
['79ce143287', 'context', 'Досуг']
['88fe263469', 'other', 'Бытовая техника']
['262cd02ca9', 'other', '�\xadлектроника']
['60519a2149', 'context', '�\xadлектроника']
['837e9a49c3', 'other', 'Строительство и ремонт']
['73b25f378d', 'context', 'Продукты']
['0b6312038d', 'other', 'Товары для животных']
['4cf064faf2', 'context', 'Бытовая техника']
['126708e188', 'context', '�\xadлектроника']
['58c2914e33', 'context', 'Бытовая техника']
['4e630b833a', 'other', 'Досуг']
['75f081eada', 'other', 'Досуг']
['d0c67e2368', 'other', 'Досуг']
['8d4a0eeb62', 'other', 'Досуг']
['377e9605f7', 'email', 'не определена']
['c2d5ad7b82', 'context', 'Продукты']
['b6fd23e512', 'other', '�\xadлектроника']
['0e54acda14', 'context', 'Бытовая техника']
['b5b2a690c2', 'other', '�\xadлектроника']
['87151f5adf', 'other', '�\xadлектроника']
['21d92e84a4', 'email', '�\xadлектроника']
['0484eeaed8', 'context', 'Строительство и ремонт']
['de6db876e3', 'other', '�\xadлектроника']
['f266941c0f', 'context', 'Товары для животных']
['2ee5416156', 'context', 'Строительство и ремонт']
['a46ae39f09', 'context', 'Продукты']
['2b8c870438', 'other', 'Бытовая техника']
['d9de953b10', 'other', 'Бытовая техника']
['3a9194c8ac', 'other', 'Бытовая техника']
['194b3bfbc3', 'other', 'Товары для животных']
['1c08148c91', 'context', 'Товары для животных']
['57418d5cb5', 'other', '�\xadлектроника']
['48ebedc6c1', 'context', '�\xadлектроника']
['08ef8f2721', 'context', 'Бытовая техника']
['6c90b5a3b5', 'other', '�\xadлектроника']
['e30a2dad51', 'other', 'Бытовая техника']
['bed22782ce', 'other', '�\xadлектроника']
['7368270492', 'other', 'Досуг']
['c758741be3', 'email', '�\xadлектроника']
['7ee12aa498', 'other', 'Строительство и ремонт']
['ef91b01f9f', 'other', 'Бытовая техника']
['10697cca99', 'context', 'Бытовая техника']
['0506ed808c', 'other', 'Продукты']
['6e0cec6704', 'other', 'Досуг']
['156b65aaaa', 'other', 'Досуг']
['26a1f2448d', 'other', 'Бытовая техника']
['4c80e42c8d', 'context', 'Досуг']
['006600c579', 'context', '�\xadлектроника']
['c603ec0750', 'context', 'Продукты']
['1b5379dcf3', 'other', 'Бытовая техника']
['b922fb681b', 'other', '�\xadлектроника']
['fb682bbee8', 'other', 'Бытовая техника']
['38f72476aa', 'email', '�\xadлектроника']
['7d84a7f356', 'other', 'Продукты']
['bbaff77f13', 'other', 'Бытовая техника']
['5531e9e7ad', 'other', '�\xadлектроника']
['d5f46da66c', 'other', 'Бытовая техника']
['3844e9550c', 'other', 'Строительство и ремонт']
['64bb6162e5', 'context', 'Досуг']
['17887620b6', 'other', 'Бытовая техника']
['32e827db42', 'other', 'Бытовая техника']
['45d5edaa9f', 'other', 'Товары для животных']
['610dbb1954', 'context', 'Досуг']
['4e0efd4314', 'other', 'Досуг']
['98b73f9eae', 'other', 'Бытовая техника']
['a8997d7f86', 'other', '�\xadлектроника']
['b5e9b8d458', 'context', 'Досуг']
['de9b1711f5', 'other', 'Товары для животных']
['5211e840df', 'other', 'Продукты']
['cb278794ad', 'other', 'Бытовая техника']
['fa49851ebf', 'other', 'Товары для животных']
['69b9ae7699', 'other', 'Продукты']
['8409a71633', 'other', 'Продукты']
['8b4ceb31d1', 'other', 'Бытовая техника']
['415d72f212', 'other', '�\xadлектроника']
['ea2aab4ba4', 'other', '�\xadлектроника']
['24fcb179b2', 'other', 'Бытовая техника']
['8eb0cf1ff9', 'context', '�\xadлектроника']
['bd455db7ea', 'context', 'Бытовая техника']
['438fc45236', 'other', 'Строительство и ремонт']
['bbe4f53b35', 'context', 'Досуг']
['7ef8aba82a', 'context', 'Досуг']
['d69962ceb4', 'other', '�\xadлектроника']
['ae0c5effb5', 'other', 'Продукты']
['019a04b313', 'context', '�\xadлектроника']
['0fa3e8ad38', 'other', 'Досуг']
['84a795e581', 'context', 'Бытовая техника']
['491c323e23', 'context', 'Строительство и ремонт']
['bbc4c581f8', 'other', 'Досуг']
['8359fe0678', 'other', '�\xadлектроника']
['26411e1cf3', 'context', 'Продукты']
['5bf4ce07d4', 'other', '�\xadлектроника']
['0573eb91fb', 'other', '�\xadлектроника']
['6ad18d0a71', 'other', 'Бытовая техника']
['a49a1fd3d0', 'other', 'Продукты']
['9373e4acbd', 'other', 'Досуг']
['a008d4672f', 'other', 'Продукты']
['4d4704f1c7', 'other', 'Продукты']
['6108f69452', 'other', 'Продукты']
['171e8f9723', 'email', '�\xadлектроника']
['156f3cc981', 'other', '�\xadлектроника']
['80cd8e8e9f', 'other', 'Строительство и ремонт']
['08ce4ae94f', 'context', 'Бытовая техника']
['846cda7ee0', 'other', 'Товары для животных']
['f47748cd90', 'other', 'Продукты']
['f5a7f70ba0', 'other', 'Бытовая техника']
['766cbf1821', 'other', 'Строительство и ремонт']
['b87d0d98db', 'context', 'Строительство и ремонт']
['890d4f3ab6', 'other', 'Бытовая техника']
['304bb8cf53', 'other', 'Досуг']
['1ce7036fb2', 'other', 'Бытовая техника']
['4ba54272b8', 'context', 'Продукты']
['efec84df4e', 'other', 'Бытовая техника']
['ec3806f0b0', 'other', 'Строительство и ремонт']
['4d6fb8cd6c', 'context', 'Бытовая техника']
['323938b36a', 'other', 'Продукты']
['244ab4e444', 'context', '�\xadлектроника']
['93d8d9ec4a', 'other', 'Продукты']
['3ded2e70ad', 'other', 'Бытовая техника']
['6e8f34ffce', 'context', 'Бытовая техника']
['499d5f9a32', 'other', 'Продукты']
['0b9e6b14c1', 'other', 'Строительство и ремонт']
['86bdba2fcb', 'context', '�\xadлектроника']
['1970e0292c', 'other', 'Продукты']
['e292e9778c', 'other', 'Строительство и ремонт']
['6c0e27f708', 'context', 'Досуг']
['aab6872e6d', 'other', '�\xadлектроника']
['b04264315a', 'other', '�\xadлектроника']
['5b7f27aa3a', 'other', '�\xadлектроника']
['8dd6b77576', 'None', '�\xadлектроника']
['70f03e00c1', 'other', 'Товары для животных']
['c402e18a62', 'other', 'Бытовая техника']
['fc578388d5', 'other', 'Строительство и ремонт']
['cdeb8a4a70', 'context', 'Досуг']
['31743baf41', 'other', 'Бытовая техника']
['8f67ac54a2', 'other', 'Досуг']
['34d9d97107', 'other', '�\xadлектроника']
['2e39b1517b', 'other', 'Продукты']
['cdfcbecb7d', 'other', '�\xadлектроника']
['479e57ec8f', 'context', 'Товары для животных']
['dec79986ff', 'context', 'Бытовая техника']
['c703ce8da0', 'context', 'Строительство и ремонт']
['2ecfb2bd9b', 'other', 'Бытовая техника']
['9c9e59c6f4', 'other', 'Бытовая техника']
['bc593188a5', 'other', '�\xadлектроника']
['d14f66e87f', 'email', '�\xadлектроника']
['5bac8b891c', 'other', '�\xadлектроника']
['57f312a2ef', 'None', 'Продукты']
['b97d305686', 'other', '�\xadлектроника']
['9c6f3cc34d', 'other', '�\xadлектроника']
['8a25a32d72', 'context', 'Товары для животных']
['a25fb881fe', 'other', 'Бытовая техника']
['f9ee4b1fff', 'context', 'Товары для животных']
['fb1ac22d6a', 'other', '�\xadлектроника']
['11d35d937f', 'email', '�\xadлектроника']
['d1abf8bc7d', 'email', 'Продукты']
['b3ed78b0a2', 'other', '�\xadлектроника']
['17979100c8', 'other', '�\xadлектроника']
['144f6b7227', 'other', 'Бытовая техника']
['caf95cd6bd', 'None', 'Бытовая техника']
['656f53105c', 'email', 'Строительство и ремонт']
['58ef73a349', 'context', '�\xadлектроника']
['8c5b251ad5', 'other', 'Бытовая техника']
['ee334ef75e', 'other', 'Товары для животных']
['75ee18770a', 'other', '�\xadлектроника']
['858e306308', 'email', '�\xadлектроника']
['4961186439', 'other', 'Продукты']
['a9b65323d6', 'other', '�\xadлектроника']
['6d4ea6e050', 'other', '�\xadлектроника']
['b57964666f', 'other', '�\xadлектроника']
['1f011df164', 'other', 'Досуг']
['5b6f0e293b', 'other', '�\xadлектроника']
['b340d10522', 'other', 'Досуг']
['e0f81f25b2', 'context', 'Продукты']
['f88ef0f714', 'other', '�\xadлектроника']
['e52abc98ae', 'context', 'Бытовая техника']
['17470fc08c', 'context', 'Бытовая техника']
['ae15f9add0', 'other', 'Продукты']
['b1ecab49d1', 'other', '�\xadлектроника']
['65e3234593', 'other', 'Строительство и ремонт']
['b35dfe6ec8', 'other', 'Бытовая техника']
['971a7dc30b', 'other', 'Досуг']
['c0ef8511cc', 'other', '�\xadлектроника']
['db0d58f160', 'other', 'Досуг']
['b37e806248', 'email', 'Бытовая техника']
['7c6ae53345', 'other', 'не определена']
['81822186f9', 'context', 'Строительство и ремонт']
['ea4cf53137', 'other', 'Досуг']
['c290d94d22', 'other', 'Бытовая техника']
['0071fce131', 'context', 'Бытовая техника']
['321ccc3f36', 'other', 'Продукты']
['c24c3ee3d5', 'other', 'Досуг']
['95e2e64515', 'email', 'Бытовая техника']
['0868f4766d', 'other', 'Бытовая техника']
['d75da1a98c', 'other', 'Бытовая техника']
['7ce191ea85', 'other', 'Досуг']
['6d3103b550', 'other', 'Досуг']
['b1be7926d2', 'other', 'Бытовая техника']
['55a86aca90', 'context', 'Товары для животных']
['7888ef1a6d', 'context', 'Продукты']
['1f18aec96f', 'other', '�\xadлектроника']
['344dd2cc1f', 'other', 'Продукты']
['d75c370315', 'context', 'Строительство и ремонт']
['86a4879d99', 'email', '�\xadлектроника']
['3ef3cbe2fe', 'email', 'Бытовая техника']
['94c47ea896', 'context', 'Бытовая техника']
['d0c7aea035', 'other', 'Бытовая техника']
['532b7d5f3f', 'other', '�\xadлектроника']
['6401aeed4d', 'email', 'Бытовая техника']
['656c0d3e7b', 'other', '�\xadлектроника']
['fdf04d50ca', 'other', '�\xadлектроника']
['3c95232f52', 'other', 'Бытовая техника']
['dfa1985ced', 'other', 'Бытовая техника']
['0e66ada958', 'other', 'не определена']
['2b24e62305', 'other', '�\xadлектроника']
['34964a2f8e', 'other', 'Бытовая техника']
['12dbaccf2f', 'other', '�\xadлектроника']
['21a6b92218', 'other', '�\xadлектроника']
['10c8c10a33', 'other', 'Бытовая техника']
['5767bc8f29', 'other', 'Товары для животных']
['c09c7ff95a', 'other', 'Бытовая техника']
['ffe9fd8f08', 'context', 'Продукты']
['9cf349a15b', 'other', 'Бытовая техника']
['a414428a18', 'other', '�\xadлектроника']
['7dd5a1861f', 'other', '�\xadлектроника']
['f5001b4890', 'context', '�\xadлектроника']
['aa43d89635', 'other', '�\xadлектроника']
['6eac8c17b2', 'other', 'Бытовая техника']
['a65b9a3ce6', 'other', 'Бытовая техника']
['37e3592ff0', 'context', 'Продукты']
['2a7d89d6d3', 'other', 'Бытовая техника']
['691c8cadac', 'context', '�\xadлектроника']
['8326b78a53', 'context', 'Строительство и ремонт']
['1d67c2bbfb', 'other', 'Бытовая техника']
['44710c0ab7', 'other', 'Строительство и ремонт']
['a8b6e82721', 'other', 'Бытовая техника']
['7737387134', 'context', 'Товары для животных']
['ec3ac766a5', 'other', 'Строительство и ремонт']
['6a38b4ccd5', 'other', 'Товары для животных']
['2b71e6b8d8', 'other', 'Строительство и ремонт']
['6a755acdf2', 'other', '�\xadлектроника']
['adafb4c74f', 'context', 'Товары для животных']
['1c1a5cc228', 'other', 'Досуг']
['d7bface442', 'context', 'Бытовая техника']
['a4f1533e93', 'other', '�\xadлектроника']
['ea82bf5474', 'other', '�\xadлектроника']
['0fed871c49', 'other', '�\xadлектроника']
['3e9e01e9c0', 'other', '�\xadлектроника']
['b31ba6d575', 'other', 'Бытовая техника']
['a84c810c3a', 'context', 'Бытовая техника']
['0610c74159', 'other', '�\xadлектроника']
['ad6b541488', 'context', 'Продукты']
['6b10d32070', 'context', '�\xadлектроника']
['6e166282f9', 'context', 'Товары для животных']
['d860022e39', 'other', '�\xadлектроника']
['00861493a9', 'other', '�\xadлектроника']
['c29f3a6efa', 'other', 'Продукты']
['116fe8d146', 'other', 'Строительство и ремонт']
['44e50d18ea', 'context', 'Досуг']
['4778cf5777', 'other', 'Бытовая техника']
['f7384503cd', 'context', 'Продукты']
['e53b8a32c2', 'other', 'Продукты']
['90a3023876', 'other', '�\xadлектроника']
['ffb209f860', 'other', '�\xadлектроника']
['d738bd76a1', 'other', 'Строительство и ремонт']
['9094115891', 'other', 'Бытовая техника']
['6df313e0a9', 'other', 'Продукты']
['bc00b8e246', 'other', 'Бытовая техника']
['14cb0d1fe1', 'context', 'Продукты']
['1dd4a79ea3', 'other', 'Досуг']
['c8d32a62d9', 'context', 'Продукты']
['55b755e2b1', 'other', 'Продукты']
['f3cd8a25dc', 'context', '�\xadлектроника']
['526494ad22', 'other', 'Продукты']
['ba4fab3861', 'email', '�\xadлектроника']
['199448c7a5', 'other', '�\xadлектроника']
['ec658ff288', 'context', 'Продукты']
['dd9c404fad', 'other', '�\xadлектроника']
['795f992b25', 'other', 'Строительство и ремонт']
['7a326732c3', 'email', 'Бытовая техника']
['55a0063196', 'context', '�\xadлектроника']
['b16bcc4698', 'other', 'Продукты']
['da7462375a', 'context', '�\xadлектроника']
['b161e504b8', 'other', '�\xadлектроника']
['05633454f2', 'context', 'Бытовая техника']
['f7cfac4702', 'other', '�\xadлектроника']
['3d0a022ae0', 'email', '�\xadлектроника']
['2afcaf01b1', 'email', 'Досуг']
['9222742db4', 'other', '�\xadлектроника']
['38e13cb335', 'other', '�\xadлектроника']
['cff409b1ff', 'other', 'Досуг']
['d1eb25144c', 'other', 'не определена']
['74f931e417', 'context', '�\xadлектроника']
['70f8e68af3', 'context', 'Бытовая техника']
['8d569aadc0', 'other', 'Продукты']
['a3919c6be2', 'email', 'Строительство и ремонт']
['471d335d22', 'context', 'Продукты']
['097060b9fe', 'context', 'Досуг']
['1ad80a090a', 'other', 'Продукты']
['98a16bbd3a', 'other', 'Строительство и ремонт']
['a2e8780208', 'other', 'Продукты']
['68edcdcb67', 'other', 'Строительство и ремонт']
['3f87e212f1', 'context', 'Товары для животных']
['1f6fdf236d', 'other', '�\xadлектроника']
['fb5a9bb0e0', 'other', 'Товары для животных']
['b7c6a12f0d', 'other', '�\xadлектроника']
['1b795919ac', 'other', '�\xadлектроника']
['f47c0c8a88', 'other', 'Бытовая техника']
['d46dd30df1', 'other', '�\xadлектроника']
['db7e879030', 'other', 'Товары для животных']
['323c702d22', 'other', 'Товары для животных']
['10a0ff6b2c', 'context', 'Досуг']
['abe88792bd', 'context', '�\xadлектроника']
['754b156a0c', 'other', 'Бытовая техника']
['7f777d7070', 'other', 'Продукты']
['337771ea84', 'context', '�\xadлектроника']
['2dd460988a', 'other', 'Товары для животных']
['94047a67a4', 'context', '�\xadлектроника']
['1055b4195d', 'context', '�\xadлектроника']
['53a90bc21a', 'context', '�\xadлектроника']
['dfd5268fba', 'other', 'Бытовая техника']
['7e4409f22f', 'context', 'Бытовая техника']
['83f222ea92', 'other', 'Продукты']
['13134095b1', 'email', 'Товары для животных']
['6a90d82d0d', 'other', 'Товары для животных']
['035e8be402', 'email', 'Товары для животных']
['566cbdbc55', 'other', 'Досуг']
['c1c65d21a5', 'context', 'Бытовая техника']
['6c61e67a74', 'other', 'Досуг']
['c9c0fac8ef', 'context', 'Продукты']
['a63d1e45d8', 'other', 'Товары для животных']
['9292d2d723', 'other', 'Товары для животных']
['806c812c00', 'context', 'Бытовая техника']
['dd5343cdc0', 'other', '�\xadлектроника']
['938f061ddf', 'email', 'Продукты']
['20ad9a6bb8', 'email', 'Бытовая техника']
['df85c3cd61', 'other', 'Бытовая техника']
['743eb1f672', 'other', 'Бытовая техника']
['e95fdf724b', 'context', '�\xadлектроника']
['c605058561', 'other', 'Товары для животных']
['b34ce0d270', 'other', 'Товары для животных']
['65fe0b8a9c', 'other', 'Бытовая техника']
['1bfa8f4919', 'other', '�\xadлектроника']
['e88d20ea6c', 'context', '�\xadлектроника']
['43cee52edb', 'other', '�\xadлектроника']
['ef83bda1a5', 'other', 'Строительство и ремонт']
['fc8cc5c221', 'other', 'Продукты']
['69b7151c2b', 'other', 'Бытовая техника']
['ccbc71ca8d', 'other', 'Строительство и ремонт']
['3a5813b68b', 'other', 'Бытовая техника']
['dbfd975bda', 'context', '�\xadлектроника']
['eeb4a49c05', 'other', 'Бытовая техника']
['021b8e19a0', 'other', 'Досуг']
['0fc752d484', 'context', 'Досуг']
['b056126259', 'other', '�\xadлектроника']
['4f0a65a0ff', 'context', '�\xadлектроника']
['bd2c0620be', 'other', 'Досуг']
['316a344e0d', 'other', 'Бытовая техника']
['b78e453e67', 'other', 'Товары для животных']
['d5b429bb4b', 'other', 'Досуг']
['bbb482d941', 'other', 'Продукты']
['bfeddf376c', 'context', 'Продукты']
['30e80580cf', 'other', 'Досуг']
['f5566b9f15', 'other', 'Товары для животных']
['787da1d977', 'other', 'Продукты']
['4a65787aea', 'other', '�\xadлектроника']
['676c71b717', 'context', 'Бытовая техника']
['fb0dba0468', 'email', '�\xadлектроника']
['eb6d482fbf', 'other', '�\xadлектроника']
['2a3ba0d0cf', 'other', 'Досуг']
['fc81496e61', 'other', '�\xadлектроника']
['db80c3347c', 'context', 'Бытовая техника']
['8d5b1189fd', 'other', 'Строительство и ремонт']
['d861d02006', 'other', '�\xadлектроника']
['60a689db0e', 'other', 'Бытовая техника']
['dc45517f1d', 'other', '�\xadлектроника']
['4e3e0ffe83', 'context', 'Бытовая техника']
['49e6b85dde', 'other', '�\xadлектроника']
['d7f774a800', 'other', 'Досуг']
['fb0075e293', 'other', 'Товары для животных']
['4c768dec13', 'other', '�\xadлектроника']
['96c825c254', 'other', '�\xadлектроника']
['26e3991ed5', 'email', '�\xadлектроника']
['422a1ff4fc', 'email', '�\xadлектроника']
['56df72051f', 'context', 'Товары для животных']
['68eada5fa8', 'context', 'Продукты']
['bb10c28028', 'context', 'Бытовая техника']
['65e0763b88', 'other', '�\xadлектроника']
['e50bfef5f4', 'other', 'Бытовая техника']
['5635af17a2', 'other', 'Товары для животных']
['f93b821949', 'context', '�\xadлектроника']
['7c0c5ffd42', 'context', 'Досуг']
['f9a290dde0', 'other', 'Продукты']
['67adc817d4', 'context', '�\xadлектроника']
['014cf8ac84', 'other', 'Бытовая техника']
['f5ab958f2c', 'other', 'Продукты']
['7b2fb72322', 'email', 'Строительство и ремонт']
['e730f09bcb', 'other', 'Товары для животных']
['ccff4ea6fd', 'other', 'Бытовая техника']
['a71be68c9f', 'other', 'Бытовая техника']
['4fa32b6bac', 'other', 'Бытовая техника']
